Tweets,Polarity,Subjectivity,labels
aee max pain matur maxpain option,0.0,0.0,Neutral
head head contrast fluidigm fldm mettler toledo intern mtd,0.0,0.0,Neutral
review everest group heritag insur hrtg,0.0,0.0,Neutral
willi tower watson releas new version price softwar radar wltw,0.1363636363636363,0.4545454545454545,Positive
watch fast vxx nxpi sre aal abbv qrvo let game begin,-0.1,0.5,Negative
wltw willi tower watson releas new version price softwar radar,0.1363636363636363,0.4545454545454545,Positive
wltw willi tower watson releas new version price softwar radar nasdaq wltw,0.1363636363636363,0.4545454545454545,Positive
expd time expeditor intern see hammer chart pattern time buy,0.0,0.0,Neutral
offic depot odp rate increas buy bidaskclub,0.0,0.0,Neutral
nextera energi inc com nee stock valu rose cedar hill associ llc rais million hold,0.6,0.95,Positive
offic depot odp upgrad bidaskclub buy,0.0,0.0,Neutral
nextera energi inc com nee posit rais cedar hill associ llc,0.0,0.0,Neutral
cedar hill associ llc increas nextera energi inc com nee posit million stock price rose,0.6,0.95,Positive
sold baba intc odp ewz fslr kre gain,0.0,0.0,Neutral
centerpoint energi cnp lower sell zack invest research,0.0,0.0,Neutral
oneok oke price target rais barclay,0.0,0.0,Neutral
bdx becton dickinson compani sec file form,-0.1,0.6,Negative
anoth gain avg gain alway unbias spi nrg esv rad wft top enva,0.5,0.5,Positive
delphi technolog dlph stock price,0.0,0.0,Neutral
dte energi dte given overweight rate keycorp,0.0,0.0,Neutral
nuanc commun nuan upgrad zack invest research,0.0,0.0,Neutral
oneok oke price target rais barclay,0.0,0.0,Neutral
short sale volum short interest epd paa wmb ete eep,0.0,0.3,Neutral
tesla expens use car brand today smart cheapest kmx,0.2142857142857142,0.6428571428571429,Positive
unusu heavi option volum today open includ mhk fast mar mnst kor,0.1,0.55,Positive
air product amp chemic apd price target rais citigroup,0.0,0.0,Neutral
unusu heavi option volum today open includ mhk fast mar mnst kor,0.1,0.55,Positive
upsid momentum alert mhk mohawk industri tradeidea via free trade room,0.4,0.8,Positive
signal sign market maker send move stock articl grpn,0.0,0.0,Neutral
saratoga research amp invest manag lower hold varian medic system var million,0.0,0.0,Neutral
zack invest research downgrad ddr ddr strong sell,0.4333333333333333,0.7333333333333333,Positive
envis healthcar evhc rate lower hold zack invest research,0.0,0.0,Neutral
edison intern eix upgrad zack invest research hold,0.0,0.0,Neutral
carmax kmx upgrad zack invest research buy,0.0,0.0,Neutral
eastman chemic emn expect announc earn per share,0.0,0.0,Neutral
mhk mrunaway offhi hfltbo atpivr alltf tlm ilm opop mohi dyvol,0.0,0.0,Neutral
pdco sell oct bull put spread compani divi short interest,0.0,0.3,Neutral
analyst say delphi technolog plc dlph last week,0.0,0.0666666666666666,Neutral
investor buy larg volum henri schein put option hsic,0.0,0.0,Neutral
investor buy share microchip technolog mchp weak,-0.375,0.625,Negative
carmax kmx upgrad zack invest research buy,0.0,0.0,Neutral
standpoint research initi coverag whirlpool whr,0.0,0.0,Neutral
trader buy share ross store rost weak,-0.375,0.625,Negative
crwg csoc dcix digaf drrx eaph dsx edxc ehvvf uhln gnpg fnhi gcei gahc egoh gigaf epaz,0.0,0.0,Neutral
trader buy share microchip technolog mchp weak,-0.375,0.625,Negative
wec energi group wec given price target citigroup analyst,0.0,0.0,Neutral
compar diana containership dcix scorpio tanker stng,0.0,0.0,Neutral
whirlpool whr coverag initi analyst standpoint research,0.0,0.0,Neutral
insi nasal spray develop treatment anaphylaxi ecyt mnkd gwph gemp,0.0,0.0,Neutral
rost max pain matur maxpain option,0.0,0.0,Neutral
stock predict upsid target week mqt svbi mck,0.0,0.0,Neutral
new york murphi oil mur stock equal weight rate reiter barclay share,0.0681818181818181,0.3522727272727273,Positive
murphi oil mur barclay maintain equal weight rate today target share,0.0,0.25,Neutral
analyst bearish mckesson corpor mck week,0.0,0.0,Neutral
analyst bearish side mckesson corpor mck week,0.0,0.0,Neutral
mani mckesson corpor mck analyst bearish,0.0,0.0,Neutral
assur aiz price target increas analyst suntrust bank,0.0,0.0,Neutral
amzn csx jbht knx mdlz nsc tsn unp wmt,0.0,0.0,Neutral
mid america apart commun inc maa given consensu rate buy analyst,0.0,0.0,Neutral
wrk max pain matur maxpain option,0.0,0.0,Neutral
target barclay reconfirm overweight rate oneok oke share today,0.0,0.0,Neutral
new york oneok oke stock overweight rate reiter barclay share target,0.1363636363636363,0.4545454545454545,Positive
cardin health inc cah given consensu rate hold brokerag,0.0,0.0,Neutral
break barclay maintain target price per share oneok oke share maintain origin overweight,0.0,0.0,Neutral
mid america apart commun inc maa receiv averag price target analyst,0.0,0.0,Neutral
cardin health inc cah given averag recommend hold brokerag,0.0,0.0,Neutral
bdx new insid file director timothi ring,0.1363636363636363,0.4545454545454545,Positive
trader buy tyson food tsn weak,-0.375,0.625,Negative
investor buy share tyson food tsn weak,-0.375,0.625,Negative
carmax kmx upgrad zack invest research buy,0.0,0.0,Neutral
henri schein see unusu high option volum hsic,0.16,0.5399999999999999,Positive
public servic enterpris group see unusu larg option volum peg,0.0,0.0666666666666666,Neutral
mckesson mck upgrad standpoint research buy,0.0,0.0,Neutral
reilli automot orli rate lower sell zack invest research,0.0,0.0,Neutral
critic contrast rex american resourc rex amp lyondellbasel industri lyb,0.0,0.0,Neutral
mckesson mck upgrad standpoint research buy,0.0,0.0,Neutral
expd max pain matur maxpain option,0.0,0.0,Neutral
reilli automot orli downgrad zack invest research sell,0.0,0.0,Neutral
review lyondellbasel industri lyb amp rex american resourc rex,0.0,0.0,Neutral
gevo gevo avfuel enter renew jet fuel suppli agreement electriccar race,0.0,0.0,Neutral
qorvo inc qrvo expect post earn per share,0.0,0.0,Neutral
patterson compani inc pdco declar quarterli dividend,0.0,0.0,Neutral
zack brokerag anticip platform specialti product corp pah announc earn per share,0.0,0.0,Neutral
platform specialti product pah see strong trade volum,0.4333333333333333,0.7333333333333333,Positive
mid america apart commun inc maa plan quarterli dividend,0.0,0.0,Neutral
novavax nvax amp edita medicin edit financi analysi,0.0,0.0,Neutral
roper industri inc rop share declin meag munich ergo kapitalanlagegesellschaft mbh decreas posit,0.0,0.0,Neutral
meag munich ergo kapitalanlagegesellschaft mbh trim roper industri inc rop hold million,0.0,0.0,Neutral
hampton hilton hotel brand expans push hlt,0.0,0.0,Neutral
montag amp caldwel llc trim dollar tree inc dltr posit million share valu declin,0.0,0.0,Neutral
mid america apart commun inc maa receiv averag price target analyst,0.0,0.0,Neutral
montag amp caldwel llc cut dollar tree inc dltr hold million market valu declin,0.0,0.0,Neutral
xlnx max pain matur maxpain option,0.0,0.0,Neutral
boston properti bxp hold boost daiwa secur group inc,0.0,0.0,Neutral
boston properti bxp stock price declin daiwa secur group inc increas hold million,0.0,0.0,Neutral
revers qorvo inc qrvo near stock decreas short,0.05,0.35,Positive
lite oclr deal approv possibl optic target mtsi nptn aaoi,0.0,0.0,Neutral
bullish big mac bullish occur jul robert half intern inc rhi rhi,-0.0833333333333333,0.1333333333333333,Negative
bullish big mac bullish occur jul akamai technolog inc akam akam want,0.0,0.1,Neutral
bullish big mac bullish occur jul expeditor intern washington,0.0,0.1,Neutral
howland capit manag llc posit akamai technolog inc akam cut stock price rose,0.6,0.95,Positive
akamai technolog inc akam holder howland capit manag llc lower posit million stock,0.0,0.0,Neutral
akamai technolog inc akam holder howland capit manag llc lower stake,0.0,0.0,Neutral
hca healthcar inc hca market valuat rose lee danner amp bass inc boost hold million,0.2249999999999999,0.725,Positive
hca healthcar inc hca holder lee danner amp bass inc boost stake,-0.15,0.5,Negative
bearish outlook ddr corp ddr week,0.0,0.0,Neutral
analyst bullish ddr corp ddr last week,0.0,0.0666666666666666,Neutral
ddr corp ddr analyst bullish side week,0.0,0.0,Neutral
mani intern flavor amp fragranc inc iff analyst bullish,0.0,0.0,Neutral
analyst portfolio manag hunt idea top stock tuesday larg cap report healthcar,0.5,0.5,Positive
energi stock set explod higher hfc imo apc oxi mur,0.25,0.5,Positive
quarkchain announc nine project util qkc ecosystem readi ico valpromis,0.0,0.0,Neutral
compar varian medic system var amp dynatron dynt,0.0,0.0,Neutral
torchmark tmk brighthous financi bhf head head analysi,0.0,0.0,Neutral
compar dynatron dynt amp varian medic system var,0.0,0.0,Neutral
analyz torchmark tmk amp brighthous financi bhf,0.0,0.0,Neutral
nbl bofa price target current sale,0.0,0.4,Neutral
fdx advisor inc lower amerisourcebergen corp com abc stake stock declin,0.0,0.0,Neutral
downsid protect dominion energi duk peg,0.0,0.0,Neutral
rockwel collin inc col sharehold mrj capit inc trim hold,0.0,0.0,Neutral
rockwel collin inc col sharehold mrj capit inc decreas posit million,0.0,0.0,Neutral
rockwel collin inc col share valu volatil mrj capit inc cut stake million,0.0,0.0,Neutral
compar dynatron dynt amp varian medic system var,0.0,0.0,Neutral
buy simon properti group inc spg win strategi,0.8,0.4,Positive
simon properti group inc spg set week high strong momentum holder,0.2966666666666666,0.6366666666666666,Positive
allegion plc all receiv averag recommend hold analyst,0.0,0.0,Neutral
strength wise adp look like best unp far behind know skeptic,0.35,0.7250000000000001,Positive
mhk break huge volum back post earn mohawk stock,0.2,0.45,Positive
flex flex downgrad strong sell zack invest research,0.4333333333333333,0.7333333333333333,Positive
flex flex downgrad strong sell zack invest research,0.4333333333333333,0.7333333333333333,Positive
market major index fall tradewar escal fear investor deploy bit capit defens,0.0625,0.5,Positive
ecolab inc ecl expect announc earn per share,0.0,0.0,Neutral
billion sale expect ecolab inc ecl quarter,0.0,0.0,Neutral
short term technic setup hal pten energyplay scaleinlong buyintoweak,0.0,0.3,Neutral
stericycl inc srcl stock rose cobbleston capit advisor llc decreas stake,0.6,0.95,Positive
estat asset watch lead price gainer today tree googl amzn goog dpx fast mygn gww loxo mhk wdfc,0.2,0.6,Positive
ans max pain matur maxpain option,0.0,0.0,Neutral
everest group ltd upsid short interest decreas,0.0,0.3,Neutral
buy everest group ltd good idea,0.7,0.6000000000000001,Positive
pnr open interest matur high put high call maxpain option,0.1066666666666666,0.5266666666666667,Positive
biggest stock fallout pfizer price hike delay appear slide drug suppli chain stock mck abc,0.0,0.0,Neutral
oke max pain matur maxpain option,0.0,0.0,Neutral
next ross store inc rost form doubl top,0.25,0.25,Positive
regenc center corpor reg could burn long portfolio short,-0.05,0.2666666666666666,Negative
ross store inc rost stock form sever month doubl top chart pattern,0.5,0.5,Positive
ahead regenc center corpor reg short share,-0.05,0.2,Negative
dru lowfloat milli contract shmn lvgi haon vmgi sigo cbri blta jnsh uoip wofa vape gmer,0.0,0.0,Neutral
ecolab inc ecl valuat rose cam group hold lower hold,0.6,0.95,Positive
abc open interest matur high put high call maxpain option,0.1066666666666666,0.5266666666666667,Positive
cam group hold lower ecolab inc ecl posit million valuat rose,0.6,0.95,Positive
trader bullish yum brand inc yum form bullish doubl top pattern,0.5,0.5,Positive
amg new insid file healey sean transact code,0.1363636363636363,0.4545454545454545,Positive
ecolab inc ecl expect announc earn per share,0.0,0.0,Neutral
ecolab inc ecl expect post quarterli sale billion,0.0,0.0,Neutral
yum brand inc yum form bullish doubl top,0.5,0.5,Positive
hca healthcar inc hca given averag rate hold brokerag,0.0,0.0,Neutral
mygn tmo ilmn ibd stock day genet firm break cancer test trend,-0.2,0.4,Negative
reynder mcveigh capit manag llc lower hold xylem inc xyl billion,0.0,0.0,Neutral
reynder mcveigh capit manag llc cut posit xylem inc xyl valuat declin,0.0,0.0,Neutral
xylem inc xyl market valuat declin reynder mcveigh capit manag llc cut hold,0.0,0.0,Neutral
xylem inc xyl market valu declin holder reynder mcveigh capit manag llc decreas stake,0.0,0.0,Neutral
platformspecialtyproduct pah bidaskscor increas stronglybought,0.0,0.0,Neutral
jec jacob jacob hold fiscal third quarter earn confer call webcast stock news alert app,0.0,0.0,Neutral
analyst bullish carmax inc kmx last week,0.0,0.0666666666666666,Neutral
analyst see carmax inc kmx past week,-0.25,0.25,Negative
analyst see carmax inc kmx past week,-0.25,0.25,Negative
mhk mrunaway offhi hfltbo accel alltf tlm ilm opop mohi dyvol,0.0,0.0,Neutral
lite acia oclr trade well zte escrow news,0.0,0.0,Neutral
microchip technolog inc mchp sharehold strategi asset manag llc decreas posit share rose,0.6,0.95,Positive
mhk mohawk million gain mhk made notabl gain last,0.0,0.0666666666666666,Neutral
microchip technolog inc mchp market valu rose strategi asset manag llc trim hold,0.6,0.95,Positive
expd time expeditor intern see hammer chart pattern time buy,0.0,0.0,Neutral
bearish outlook averi dennison corpor avi week,0.0,0.0,Neutral
analyst bearish averi dennison corpor avi week,0.0,0.0,Neutral
analyst adopt bullish outlook averi dennison corpor avi,0.0,0.0,Neutral
analyst anticip fortun brand home amp secur inc fbh announc earn per share,0.0,0.0,Neutral
avg price target recap edison intern eix like achiev eix stock stockmarket,0.0,0.0,Neutral
flex ltd flex given averag recommend buy analyst,0.0,0.0,Neutral
robert half intern inc rhi short share decreas,-0.0833333333333333,0.2333333333333333,Negative
yum bad technic rate show decent setup pattern,-0.2666666666666666,0.6666666666666666,Negative
ibd stock day genet firm break cancer test trend mygn tmo ilmn,-0.2,0.4,Negative
mkc mccormick amp compani incorpor sec file form,-0.1,0.6,Negative
mkc alert new mccormick amp compani inc sec file stock news alert app,0.0181818181818181,0.5272727272727272,Positive
boston properti inc bxp expect announc quarterli sale million,0.0,0.0,Neutral
mkc mccormick amp compani incorpor sec file form,-0.1,0.6,Negative
zack analyst expect boston properti inc bxp announc earn per share,0.0,0.0,Neutral
lnt alliant energi million gain lnt made notabl gain,0.0,0.0,Neutral
zack analyst expect boston properti inc bxp announc quarterli sale million,0.0,0.0,Neutral
way take respons pzza role play gone wrong realli short colonel sander yum getridofsand,-0.25,0.6,Negative
report stock semiconductor equip industri member access amat,0.0,0.0,Neutral
short sale volum short interest nvro abmd tmo ofix isrg,0.0,0.3,Neutral
flr max pain matur maxpain option,0.0,0.0,Neutral
week signific insid trade juli adp cost nke wsm,0.0,0.0,Neutral
recent mkc technic alert slingshot bullish plu alert,0.0,0.25,Neutral
massachusett financi servic compani hold aon plc aon rais stock declin,0.0,0.0,Neutral
massachusett financi servic compani increas hold aon plc aon million,0.0,0.0,Neutral
insid alert chairman presid amp ceo kurziu lawrenc erik mkc bought share,0.0,0.0,Neutral
bdx director unload worth stock compani bdx,0.3,0.1,Positive
today top technic gainer among larg cap fast cpb gpn evrg mhk sccrank stockchart,0.35,0.55,Positive
prudenti financi inc hold hold tyson food inc tsn,0.0,0.0,Neutral
analyst feel roper technolog inc rop decreas seller,0.0,0.0,Neutral
two store close lehigh valley mall amp outdoor lifestyl center spg stock stockmarket,-0.1,0.1,Negative
dte nyse trade amp invest technic outlook week juli new look hot stock video analysi predicti,0.1931818181818181,0.6522727272727273,Positive
insid alert chairman presid amp ceo kurziu lawrenc erik mkc bought share,0.0,0.0,Neutral
fbh fortun brand set date second quarter earn announc investor confer call stock news alert app,0.0,0.0,Neutral
happen roper technolog inc rop next stock declin short,0.0,0.15,Neutral
everest group ltd holder tradit capit manag llc lift stake million market valuat,0.0,0.0,Neutral
everest group ltd posit rais tradit capit manag llc,0.0,0.0,Neutral
ross store inc rost short decreas short cover,0.0,0.3,Neutral
everest group ltd stock declin tradit capit manag llc boost million holdi,0.0,0.0,Neutral
aep max pain matur maxpain option,0.0,0.0,Neutral
trade today current net long end day due dhr rop rost nvo,-0.04375,0.29375,Negative
nbl nobl energi inc sec file form,-0.1,0.6,Negative
million sale expect stericycl inc srcl quarter,0.0,0.0,Neutral
car digit automot marketplac breakout setup time high cvna kar kmx best way,0.58,0.4199999999999999,Positive
nbl new form nobl energi inc stock news alert app,0.1363636363636363,0.4545454545454545,Positive
million sale expect stericycl inc srcl quarter,0.0,0.0,Neutral
iron mountain inc irm market valu rose river road asset manag llc cut million hold,0.6,0.95,Positive
river road asset manag llc lower posit iron mountain inc irm million,0.0,0.0,Neutral
apd air product end day quot alert stock news alert app,0.0,0.0,Neutral
top five stock close higher today fast avti mhk jwn gpn,0.3166666666666666,0.5333333333333333,Positive
billion sale expect henri schein inc hsic quarter,0.0,0.0,Neutral
river road asset manag llc decreas iron mountain inc irm hold million,0.0,0.0,Neutral
mur murphi oil corpor end day quot alert stock news alert app,0.0,0.0,Neutral
henri schein inc hsic expect post quarterli sale billion,0.0,0.0,Neutral
actual bought share yesterday wrote blog think,0.0,0.1,Neutral
cmcsa csco rcii znga celg sgyp mdlz hban amd aapl msft ctrp nvcn myl qqq slm fitb jblu agnc larg,0.0,0.0,Neutral
iff intern flavor amp fragranc end day stock quot alert stock news alert app,0.0,0.0,Neutral
humana privat equiti final billon curo health hospic deal via hum,0.0,1.0,Neutral
thermo fisher scientif inc tmo expect post earn per share,0.0,0.0,Neutral
thermo fisher scientif inc tmo expect post quarterli sale billion,0.0,0.0,Neutral
oke oneok inc email alert servic stock news alert app,0.0,0.0,Neutral
akam today trade akamai technolog inc date financ,0.0,0.0,Neutral
holx stock quot alert holog inc nasdaq holx stock news alert app,0.0,0.0,Neutral
var stock quot alert varian medic system inc nyse var stock news alert app,0.0,0.0,Neutral
info new insid file evp gener counsel sari beth granat,0.1363636363636363,0.4545454545454545,Positive
maa max pain matur maxpain option,0.0,0.0,Neutral
stupid fork ete scam like etc buy clo callisto classic,-0.3166666666666666,0.5833333333333334,Negative
jci johnson control intern plc sec file form,-0.1,0.6,Negative
short sale volum short interest cpe mcf oii mur paa,0.0,0.3,Neutral
aep american electr power million gain aep made notabl gain,0.0,0.0,Neutral
avi max pain matur maxpain option,0.0,0.0,Neutral
technic rate intu bad also present qualiti setup moment,-0.3499999999999999,0.3333333333333333,Negative
consortium intend combin curo hospic busi kindr home creat countri larg,0.0,0.0,Neutral
get latest news updat stag plug fbh vtgn appn automat marketbeat daili,0.5,0.9,Positive
best trade today sep iex fnsr iex ardx iex,1.0,0.3,Positive
jci new insid file chairman amp ceo georg oliv,0.1363636363636363,0.4545454545454545,Positive
pzza actual papa john think pizza hut yum,0.0,0.1,Neutral
hca get good read admiss next week jnj abt isrg report short date vol worth look imho,0.25,0.25,Positive
short sale volum short interest sbra vtr hcp dre uht,0.0,0.3,Neutral
scan result cross dma today fast gpn pcrx tpx vrn skm pnm amrx afg peg,0.1,0.3,Positive
scan result expans breakout today nxst mygn abu tpge car mhk chkp ceco crk msi,0.0,0.0,Neutral
etr entergi notabl market movement million gain billion market,0.0,0.0,Neutral
scan result macd bullish centerlin cross today bzh orcl ncr axp sci mnta atu nli qrtea iff,0.0,0.0,Neutral
hsi open interest matur high put high call maxpain option,0.1066666666666666,0.5266666666666667,Positive
array biopharma arri downgrad zack invest research sell,0.0,0.0,Neutral
investor buy hilton worldwid hlt weak,-0.375,0.625,Negative
investor buy hilton worldwid hlt weak,-0.375,0.625,Negative
trader buy share altaba aaba weak,-0.375,0.625,Negative
irm ironmountain statement chang benefici ownership sec file stock news alert app,-0.1,0.6,Negative
review stock reach record high acnb aiz rol,0.16,0.5399999999999999,Positive
irm iron mountain incorpor sec file form,-0.1,0.6,Negative
interest entri signal tomorrow profit exit xlnx aph ewz mksi hal,0.0,0.0,Neutral
srcl stericycl inc daili stock price summari stock news alert app,0.0,0.0,Neutral
short sale volum short interest pbct mgm grpn hpq eix,0.0,0.3,Neutral
trader sell share becton dickinson bdx strength bdx,0.0,0.0,Neutral
investor sell share intuit intu strength intu,0.0,0.0,Neutral
hcp max pain matur maxpain option,0.0,0.0,Neutral
nice close ema xrx limit risk imo,0.6,1.0,Positive
mon tsla tesla whistleblow retain law firm famou win million monsanto suit,0.3,0.4,Positive
brosenhau sure baba announc sell anoth aaba altaba hold back aaba aaba,0.25,0.4444444444444444,Positive
american electr power compani inc aep given consensu rate buy analyst,0.0,0.0,Neutral
first one leader segment leader tend provid sureti capit,0.25,0.3333333333333333,Positive
yeah saw aaba sell roughli baba hold amp also sell yahoo japan hold,0.0,0.0,Neutral
short setup spr adnt alb amat lite dltr,0.0,0.3,Neutral
investor sell american electr power aep strength aep,0.0,0.0,Neutral
investor sell share american electr power aep strength aep,0.0,0.0,Neutral
mohawk industri mhk see strong trade volum,0.4333333333333333,0.7333333333333333,Positive
irm new insid file director kri halvorsen,0.1363636363636363,0.4545454545454545,Positive
billion sale expect zimmer biomet hold inc zbh quarter,0.0,0.0,Neutral
zimmer biomet hold inc zbh expect announc earn per share,0.0,0.0,Neutral
billion sale expect zimmer biomet hold inc zbh quarter,0.0,0.0,Neutral
financi survey pultegroup phm versu william lyon home wlh,0.0,0.0,Neutral
patterson uti energi pten stock price,0.0,0.0,Neutral
bewitch stock patterson uti energi inc nasdaq pten henri schein hsic stock stockmarket,0.0,0.0,Neutral
patterson uti energi pten stock price,0.0,0.0,Neutral
col max pain matur maxpain option,0.0,0.0,Neutral
cmi start look interest recent,0.0,0.25,Neutral
big win streak cybr pcrx sage vrtu coo wednesday,0.4,0.25,Positive
jcp close laguna hill mall develop bought spg sever year declin sale sold,0.0,0.0,Neutral
alb lite long watch list recent interest see everyth play,-0.025,0.325,Negative
dte dte energi notabl market movement million gain nasdaq nyse,0.0,0.0,Neutral
brokerag anticip patterson compani inc pdco post earn per share,0.0,0.0,Neutral
patterson compani inc pdco expect post quarterli sale billion,0.0,0.0,Neutral
aaba put play expect retest potenti stop,0.0,0.0,Neutral
watch fashion retail nbl issu bumper trade updat financi year huge lif,0.4000000000000001,0.9,Positive
tmo max pain matur maxpain option,0.0,0.0,Neutral
robert half intern inc rhi expect announc quarterli sale billion,-0.1666666666666666,0.1666666666666666,Negative
robert half intern inc rhi expect announc quarterli sale billion,-0.1666666666666666,0.1666666666666666,Negative
week signific insid trade juli adp cost nke wsm,0.0,0.0,Neutral
semiconductor compani bullish intc txn avgo nxpi mchp stm mxim amd qrvo asml,0.0,0.0,Neutral
top coin last one hour bank coin bank bitquark btq helleniccoin hnc,0.25,0.2833333333333333,Positive
million sale expect ddr corp ddr quarter,0.0,0.0,Neutral
zack analyst expect ddr corp ddr announc earn per share,0.0,0.0,Neutral
ddr corp ddr expect announc quarterli sale million,0.0,0.0,Neutral
sgen haha someon pay attent acquir possibl soon tjx snap mrvl payx fey byd csco,0.2,0.3,Positive
rockwel collin col downgrad hold valuengin,0.0,0.0,Neutral
nee open interest matur high put high call maxpain option,0.1066666666666666,0.5266666666666667,Positive
sgen better buy soon bigpharma seattl genet leader space lgnd pfe tjx,0.5,0.5,Positive
dentspli sirona inc xray expect announc earn per share,0.0,0.0,Neutral
dentspli sirona inc xray expect post quarterli sale billion,0.0,0.0,Neutral
mhk max pain matur maxpain option,0.0,0.0,Neutral
dentspli sirona inc xray expect post quarterli sale billion,0.0,0.0,Neutral
zack brokerag anticip feder realti invest trust frt announc quarterli sale million,0.0,0.0,Neutral
brokerag anticip feder realti invest trust frt post earn per share,0.0,0.0,Neutral
zack brokerag expect unum group unm post quarterli sale billion,0.0,0.0,Neutral
irm new insid file halvorsen kri transact code,0.1363636363636363,0.4545454545454545,Positive
rhi max pain matur maxpain option,0.0,0.0,Neutral
jci new insid file oliv georg transact code,0.1363636363636363,0.4545454545454545,Positive
info new insid file granat sari beth transact code,0.1363636363636363,0.4545454545454545,Positive
arri quick ratio indic financi healthi,0.3333333333333333,0.5,Positive
mkc new insid file kurziu lawrenc erik transact code,0.1363636363636363,0.4545454545454545,Positive
microchip technolog inc mchp expect announc earn per share,0.0,0.0,Neutral
synopsi inc snp expect post earn per share,0.0,0.0,Neutral
unitil utl versu public servic enterpris group peg head head survey,0.0,0.0666666666666666,Neutral
contrast godaddi gddi altaba aaba,0.0,0.0,Neutral
earn per share expect microchip technolog inc mchp quarter,0.0,0.0,Neutral
bdx new insid file tozzi william transact code,0.1363636363636363,0.4545454545454545,Positive
kimco realti corp kim receiv consensu recommend hold brokerag,0.0,0.0,Neutral
tell dte latest buzz bond market greec back via,0.25,0.45,Positive
zimmer biomet zbh stock rate upgrad zack invest research,0.0,0.0,Neutral
xerox xrx downgrad hold zack invest research,0.0,0.0,Neutral
xerox xrx downgrad hold zack invest research,0.0,0.0,Neutral
compar leucadia nation luk amp teijin adr rep tinli,0.0,0.0,Neutral
review edison intern eix vistra energi vst,0.0,0.0,Neutral
review genocea bioscienc gnca amp adverum biotechnolog advm,0.0,0.0,Neutral
head head survey intern flavor amp fragranc iff versu pacif ethanol peix,0.0,0.0,Neutral
investor purchas larg volum henri schein put option hsic,0.0,0.0,Neutral
convergi cvg altaba aaba financi survey,0.0,0.0,Neutral
critic survey vistra energi vst edison intern eix,0.0,0.0,Neutral
compar teijin adr rep tinli amp leucadia nation luk,0.0,0.0,Neutral
hibbett sport hibb amp barn amp nobl educ bned financi analysi,0.0,0.0,Neutral
altaba aaba price target rais credit suiss group,0.0,0.0,Neutral
orion group orn jacob engin group jec head head comparison,0.0,0.0,Neutral
delphi technolog dlph cut hold zack invest research,0.0,0.0,Neutral
zack invest research downgrad automat data process adp hold,0.0,0.0,Neutral
zack invest research downgrad automat data process adp hold,0.0,0.0,Neutral
short sale volum short interest acwi nbr jci chd xlk,0.0,0.3,Neutral
ameren aee coverag initi barclay,0.0,0.0,Neutral
american electr power aep receiv new coverag analyst barclay,0.0681818181818181,0.2272727272727272,Positive
allegion all rais hold zack invest research,0.0,0.0,Neutral
morgan stanley initi coverag assur aiz,0.0,0.0,Neutral
marathon petroleum mpc versu vertex energi vtnr head head contrast,0.0,0.0,Neutral
zack brokerag expect tyson food inc tsn announc earn per share,0.0,0.0,Neutral
public servic enterpris group target unusu high option trade peg,0.08,0.3033333333333333,Positive
alway protect profit flex stock swingtrad profit stockmarket,0.0,0.0,Neutral
head head contrast wideopenwest wow amp discoveri commun inc common stock disca,-0.0999999999999999,0.75,Negative
carmax kmx upgrad buy zack invest research,0.0,0.0,Neutral
colorplatform bounti airdrop get col complet social task color,0.0333333333333333,0.0666666666666666,Positive
regenc center corp reg expect announc quarterli sale million,-0.1,0.1,Negative
wec energi group inc wec posit decreas gateway invest advis llc,0.0,0.0,Neutral
guidant wealth advisor sell share centerpoint energi inc cnp,0.0,0.0,Neutral
platform specialti product pah trade,0.0,0.0,Neutral
million sale expect allegion plc all quarter,0.0,0.0,Neutral
asx volum seh volum hig volum sya,0.0,0.0,Neutral
asx gapper cvv volum ntl volum aap volum,0.0,0.0,Neutral
discoveri commun inc common stock disca receiv new coverag analyst credit suiss group,-0.0818181818181818,0.4772727272727273,Negative
carmax inc kmx expect post quarterli sale billion,0.0,0.0,Neutral
analyz mettler toledo intern mtd amp quanterix qtrx,0.0,0.0,Neutral
zack brokerag expect carmax inc kmx announc quarterli sale billion,0.0,0.0,Neutral
billion sale expect auton inc quarter,0.0,0.0,Neutral
barclay trim unum group unm target price,0.0,0.0,Neutral
wec energi group wec price target increas analyst citigroup,0.0,0.0,Neutral
westrock wrk given new price target citigroup,0.1363636363636363,0.4545454545454545,Positive
xerox xrx stock rate upgrad standpoint research,0.0,0.0,Neutral
barclay begin coverag wec energi group wec,0.0,0.0,Neutral
citigroup lower westrock wrk price target,0.0,0.0,Neutral
standpoint research initi coverag whirlpool whr,0.0,0.0,Neutral
nobl energi nbl set new week high,0.1481818181818182,0.4972727272727272,Positive
zack brokerag anticip marathon petroleum corp mpc announc quarterli sale billion,0.0,0.0,Neutral
citigroup increas public servic enterpris group peg price target,0.0,0.0666666666666666,Neutral
barclay cut johnson control intern jci price target,0.0,0.0,Neutral
hershey hsi lower equal weight consum edg,0.0,0.25,Neutral
ross store rost downgrad bidaskclub buy,0.0,0.0,Neutral
head head survey auton versu carmax kmx,0.0,0.0,Neutral
arthurjgallagh ajg bidaskscor upgrad held,0.0,0.0,Neutral
auton cut underweight morgan stanley,0.0,0.0,Neutral
row price group inc trow expect announc quarterli sale billion,0.0,0.0,Neutral
strong buy semiconductor stock consid mlnx intc mchp also aapl msft googl,0.4333333333333333,0.7333333333333333,Positive
argu boost edison intern eix price target,0.0,0.0,Neutral
